Timestamp,Metric Value
1039,1504
1039,80
1039,52
1039,80
1039,80
1039,80
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
1039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
2039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
3039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
4039,1504
