Timestamp,Metric Value
1040,1504
1040,80
1040,52
1040,80
1040,80
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
1040,1504
2040,1504
2040,80
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
2040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
3040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
4040,1504
5040,1504
5040,52
5040,1504
5040,1504
5040,1504
5040,1504
5040,1504
5040,1504
5040,1504
5040,1504
5040,1504
